# elem xi1 xi2 x y psi_FEM psi_exact difference
2 0.400000000000 -0.400000000000 2.125000000000 0.375000000000 -0.182711514923 -0.182484341856 -0.000227173067
2 0.400000000000 -0.200000000000 2.125000000000 0.500000000000 -0.183547328742 -0.183358142480 -0.000189186262
2 0.400000000000 -0.000000000000 2.125000000000 0.625000000000 -0.184603059277 -0.184467683683 -0.000135375594
2 0.400000000000 0.200000000000 2.125000000000 0.750000000000 -0.185878706529 -0.185803111188 -0.000075595341
2 0.400000000000 0.400000000000 2.125000000000 0.875000000000 -0.187374270498 -0.187352983594 -0.000021286904
2 0.400000000000 0.600000000000 2.125000000000 1.000000000000 -0.189089751184 -0.189104576061 0.000014824877
2 0.400000000000 0.800000000000 2.125000000000 1.125000000000 -0.191025148587 -0.191044194685 0.000019046098
2 0.400000000000 1.000000000000 2.125000000000 1.250000000000 -0.193180462706 -0.193157487232 -0.000022975474
2 0.600000000000 -1.000000000000 2.250000000000 0.000000000000 -0.187785056905 -0.187588768868 -0.000196288037
2 0.600000000000 -0.800000000000 2.250000000000 0.125000000000 -0.187942565819 -0.187706400037 -0.000236165782
2 0.600000000000 -0.600000000000 2.250000000000 0.250000000000 -0.188305418569 -0.188058253837 -0.000247164732
2 0.600000000000 -0.400000000000 2.250000000000 0.375000000000 -0.188873615154 -0.188641241584 -0.000232373570
2 0.600000000000 -0.200000000000 2.250000000000 0.500000000000 -0.189647155574 -0.189450315076 -0.000196840498
2 0.600000000000 -0.000000000000 2.250000000000 0.625000000000 -0.190626039830 -0.190478609706 -0.000147430124
2 0.600000000000 0.200000000000 2.250000000000 0.750000000000 -0.191810267920 -0.191717632878 -0.000092635042
2 0.600000000000 0.400000000000 2.250000000000 0.875000000000 -0.193199839846 -0.193157487232 -0.000042352614
2 0.600000000000 0.600000000000 2.250000000000 1.000000000000 -0.194794755607 -0.194787116977 -0.000007638629
2 0.600000000000 0.800000000000 2.250000000000 1.125000000000 -0.196595015203 -0.196594565439 -0.000000449764
2 0.600000000000 1.000000000000 2.250000000000 1.250000000000 -0.198600618634 -0.198567232608 -0.000033386026
2 0.800000000000 -1.000000000000 2.375000000000 0.000000000000 -0.193738338635 -0.193595328620 -0.000143010015
2 0.800000000000 -0.800000000000 2.375000000000 0.125000000000 -0.193881124787 -0.193704413588 -0.000176711199
